"time","high","low","open","close","volume"
"2019-04-18T09:20:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:21:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:22:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:23:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:24:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:25:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:26:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:27:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:28:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:29:00+08:00",30088.65,30088.65,30088.65,30088.65,0
"2019-04-18T09:30:00+08:00",30091.7109375,30065.01953125,30088.650390625,30075.740234375,0
"2019-04-18T09:31:00+08:00",30075.259765625,30042.169921875,30074.83984375,30055.419921875,0
"2019-04-18T09:32:00+08:00",30072.83984375,30044.380859375,30051.0390625,30072.83984375,0
"2019-04-18T09:33:00+08:00",30084.310546875,30059.759765625,30069.66015625,30077.779296875,0
"2019-04-18T09:34:00+08:00",30086.880859375,30070.48046875,30078.720703125,30075.0703125,0
"2019-04-18T09:35:00+08:00",30099.5703125,30081.0703125,30081.0703125,30099.5703125,0
"2019-04-18T09:36:00+08:00",30101.830078125,30074.580078125,30101.830078125,30079.150390625,0
"2019-04-18T09:37:00+08:00",30079.630859375,30069.880859375,30078.66015625,30069.880859375,0
"2019-04-18T09:38:00+08:00",30074.689453125,30050.240234375,30073.609375,30052.58984375,0
"2019-04-18T09:39:00+08:00",30054.599609375,30040.740234375,30054.1796875,30043.810546875,0
"2019-04-18T09:40:00+08:00",30045.009765625,30022.630859375,30045.009765625,30041.05078125,0
"2019-04-18T09:41:00+08:00",30053.5390625,30037.240234375,30042.25,30053.5390625,0
"2019-04-18T09:42:00+08:00",30064.599609375,30038.2890625,30050.9609375,30038.2890625,0
"2019-04-18T09:43:00+08:00",30039.720703125,30025.75,30039.720703125,30029.8203125,0
"2019-04-18T09:44:00+08:00",30034.849609375,30019.16015625,30030.80078125,30027.01953125,0
"2019-04-18T09:45:00+08:00",30024.689453125,30000.69921875,30024.689453125,30008.75,0
"2019-04-18T09:46:00+08:00",30010,29998.1796875,30008.80078125,30010,0
"2019-04-18T09:47:00+08:00",30013.869140625,30002.529296875,30007.75,30002.529296875,0
"2019-04-18T09:48:00+08:00",30025.8203125,30002.75,30004.140625,30025.8203125,0
"2019-04-18T09:49:00+08:00",30052.029296875,30024.16015625,30024.16015625,30038.529296875,0
"2019-04-18T09:50:00+08:00",30038.51953125,30031.26953125,30038.51953125,30037.16015625,0
"2019-04-18T09:51:00+08:00",30047.009765625,30032.919921875,30036.970703125,30044.150390625,0
"2019-04-18T09:52:00+08:00",30041.19921875,30026.169921875,30037.91015625,30027.259765625,0
"2019-04-18T09:53:00+08:00",30029.91015625,30021.33984375,30029.91015625,30027.189453125,0
"2019-04-18T09:54:00+08:00",30028.330078125,30010.66015625,30025.609375,30012.23046875,0
"2019-04-18T09:55:00+08:00",30018.220703125,30001.66015625,30014.05078125,30007.5390625,0
"2019-04-18T09:56:00+08:00",30022.5390625,30005.9296875,30010.2109375,30011.490234375,0
"2019-04-18T09:57:00+08:00",30009.1796875,30000.689453125,30008.369140625,30004.83984375,0
"2019-04-18T09:58:00+08:00",30009.029296875,29992.849609375,29998.470703125,29999.619140625,0
"2019-04-18T09:59:00+08:00",30006.779296875,29972.80078125,30001.91015625,29972.80078125,0
"2019-04-18T10:00:00+08:00",29984.369140625,29962.76953125,29972.33984375,29980.3203125,0
"2019-04-18T10:01:00+08:00",29980.509765625,29972.19921875,29980.509765625,29973.630859375,0
"2019-04-18T10:02:00+08:00",29977.51953125,29968.869140625,29977.19921875,29973.310546875,0
"2019-04-18T10:03:00+08:00",29989.98046875,29972.2109375,29972.810546875,29988.939453125,0
"2019-04-18T10:04:00+08:00",29989.140625,29967.3203125,29989.140625,29968.349609375,0
"2019-04-18T10:05:00+08:00",29971.349609375,29938.240234375,29971.349609375,29941.560546875,0
"2019-04-18T10:06:00+08:00",29944.640625,29931.359375,29941,29936.330078125,0
"2019-04-18T10:07:00+08:00",29947.529296875,29930.279296875,29934.880859375,29940.470703125,0
"2019-04-18T10:08:00+08:00",29967.220703125,29942.650390625,29942.650390625,29967.099609375,0
"2019-04-18T10:09:00+08:00",29976.400390625,29966.08984375,29966.08984375,29970.419921875,0
"2019-04-18T10:10:00+08:00",29979.66015625,29969.650390625,29969.650390625,29972.41015625,0
"2019-04-18T10:11:00+08:00",29984.830078125,29973.009765625,29974.05078125,29981.390625,0
"2019-04-18T10:12:00+08:00",29984.9296875,29964.740234375,29981.650390625,29965.189453125,0
"2019-04-18T10:13:00+08:00",29982.55078125,29962.5703125,29966.369140625,29975.669921875,0
"2019-04-18T10:14:00+08:00",29978.80078125,29967.80078125,29975.279296875,29978.80078125,0
"2019-04-18T10:15:00+08:00",29987.0703125,29978.91015625,29980.439453125,29984.2890625,0
"2019-04-18T10:16:00+08:00",29990.439453125,29980.8203125,29985.060546875,29990.439453125,0
"2019-04-18T10:17:00+08:00",30000.630859375,29986.240234375,29990.80078125,29996.630859375,0
"2019-04-18T10:18:00+08:00",30017.94921875,29996.630859375,29996.630859375,30017.4609375,0
"2019-04-18T10:19:00+08:00",30019.98046875,30006.7109375,30017.009765625,30014.609375,0
"2019-04-18T10:20:00+08:00",30013.119140625,30007.23046875,30012.890625,30013.119140625,0
"2019-04-18T10:21:00+08:00",30020.119140625,30006.849609375,30009.2109375,30015.41015625,0
"2019-04-18T10:22:00+08:00",30028.609375,30013.2890625,30013.2890625,30023.900390625,0
"2019-04-18T10:23:00+08:00",30022.19921875,30016.08984375,30021.0703125,30019.080078125,0
"2019-04-18T10:24:00+08:00",30025.650390625,30017.349609375,30018.720703125,30021.759765625,0
"2019-04-18T10:25:00+08:00",30038.73046875,30021.859375,30025.349609375,30032.279296875,0
"2019-04-18T10:26:00+08:00",30047.73046875,30034.5703125,30034.5703125,30045.94921875,0
"2019-04-18T10:27:00+08:00",30063.529296875,30045.609375,30048.69921875,30063.0390625,0
"2019-04-18T10:28:00+08:00",30059.880859375,30048.76953125,30059.880859375,30049.4296875,0
"2019-04-18T10:29:00+08:00",30058.48046875,30046.91015625,30048.19921875,30050.919921875,0
"2019-04-18T10:30:00+08:00",30058.259765625,30046.58984375,30048.869140625,30046.58984375,0
"2019-04-18T10:31:00+08:00",30049.75,30038.4296875,30047.220703125,30044.380859375,0
"2019-04-18T10:32:00+08:00",30056.669921875,30041.75,30041.75,30042.5390625,0
"2019-04-18T10:33:00+08:00",30049.0703125,30039.19921875,30046.099609375,30039.19921875,0
"2019-04-18T10:34:00+08:00",30041.310546875,30029.099609375,30038.5,30031.619140625,0
"2019-04-18T10:35:00+08:00",30031.1796875,30025.099609375,30030.919921875,30031.05078125,0
"2019-04-18T10:36:00+08:00",30035.5703125,30024.779296875,30026.66015625,30025.75,0
"2019-04-18T10:37:00+08:00",30028.08984375,30021.23046875,30024.689453125,30022.0703125,0
"2019-04-18T10:38:00+08:00",30024.76953125,30017.099609375,30021.2109375,30023.189453125,0
"2019-04-18T10:39:00+08:00",30039.060546875,30022.109375,30022.490234375,30039.060546875,0
"2019-04-18T10:40:00+08:00",30049.76953125,30037.099609375,30039,30040.919921875,0
"2019-04-18T10:41:00+08:00",30044.44921875,30035.23046875,30039.8203125,30038.73046875,0
"2019-04-18T10:42:00+08:00",30049.109375,30033.369140625,30039.869140625,30033.369140625,0
"2019-04-18T10:43:00+08:00",30042.23046875,30033.75,30033.75,30038.41015625,0
"2019-04-18T10:44:00+08:00",30049.66015625,30036.380859375,30037.150390625,30049.66015625,0
"2019-04-18T10:45:00+08:00",30057.390625,30037.830078125,30049.66015625,30042.080078125,0
"2019-04-18T10:46:00+08:00",30047.849609375,30039.509765625,30040.060546875,30042.01953125,0
"2019-04-18T10:47:00+08:00",30050.5703125,30041.640625,30041.640625,30044.369140625,0
"2019-04-18T10:48:00+08:00",30057.720703125,30045.359375,30045.359375,30051.220703125,0
"2019-04-18T10:49:00+08:00",30071.890625,30055.580078125,30055.580078125,30069.720703125,0
"2019-04-18T10:50:00+08:00",30070.859375,30062.41015625,30068.9296875,30069.029296875,0
"2019-04-18T10:51:00+08:00",30074.33984375,30063.33984375,30067.44921875,30074.33984375,0
"2019-04-18T10:52:00+08:00",30087.4609375,30074.359375,30074.359375,30081.6796875,0
